,Unnamed: 0,filename,number,y
2868,2868,data/train/image21779_86xxx.png,2,"[8, 6, 10, 10, 10]"
2869,2869,data/train/image20782_822xx.png,3,"[8, 2, 2, 10, 10]"
2870,2870,data/train/image2013_145xx.png,3,"[1, 4, 5, 10, 10]"
2871,2871,data/train/image1101_5xxxx.png,1,"[5, 10, 10, 10, 10]"
2872,2872,data/train/image5316_258xx.png,3,"[2, 5, 8, 10, 10]"
2873,2873,data/train/image8734_18xxx.png,2,"[1, 8, 10, 10, 10]"
2874,2874,data/train/image11197_320xx.png,3,"[3, 2, 0, 10, 10]"
2875,2875,data/train/image5410_34xxx.png,2,"[3, 4, 10, 10, 10]"
2876,2876,data/train/image11791_29xxx.png,2,"[2, 9, 10, 10, 10]"
2877,2877,data/train/image4703_1071x.png,4,"[1, 0, 7, 1, 10]"
2878,2878,data/train/image26872_33xxx.png,2,"[3, 3, 10, 10, 10]"
2879,2879,data/train/image24162_22xxx.png,2,"[2, 2, 10, 10, 10]"
2880,2880,data/train/image6697_51xxx.png,2,"[5, 1, 10, 10, 10]"
2881,2881,data/train/image12581_2026x.png,4,"[2, 0, 2, 6, 10]"
2882,2882,data/train/image14458_23xxx.png,2,"[2, 3, 10, 10, 10]"
2883,2883,data/train/image15377_4xxxx.png,1,"[4, 10, 10, 10, 10]"
2884,2884,data/train/image4241_228xx.png,3,"[2, 2, 8, 10, 10]"
2885,2885,data/train/image20964_196xx.png,3,"[1, 9, 6, 10, 10]"
2886,2886,data/train/image23660_28xxx.png,2,"[2, 8, 10, 10, 10]"
2887,2887,data/train/image6032_70xxx.png,2,"[7, 0, 10, 10, 10]"
2888,2888,data/train/image6500_7xxxx.png,1,"[7, 10, 10, 10, 10]"
2889,2889,data/train/image769_71xxx.png,2,"[7, 1, 10, 10, 10]"
2890,2890,data/train/image18254_112xx.png,3,"[1, 1, 2, 10, 10]"
2891,2891,data/train/image7027_2010x.png,4,"[2, 0, 1, 0, 10]"
2892,2892,data/train/image6849_2421x.png,4,"[2, 4, 2, 1, 10]"
2893,2893,data/train/image6205_4xxxx.png,1,"[4, 10, 10, 10, 10]"
2894,2894,data/train/image4982_32xxx.png,2,"[3, 2, 10, 10, 10]"
2895,2895,data/train/image5716_50xxx.png,2,"[5, 0, 10, 10, 10]"
2896,2896,data/train/image28085_194xx.png,3,"[1, 9, 4, 10, 10]"
2897,2897,data/train/image765_33xxx.png,2,"[3, 3, 10, 10, 10]"
2898,2898,data/train/image3959_19xxx.png,2,"[1, 9, 10, 10, 10]"
2899,2899,data/train/image23308_22xxx.png,2,"[2, 2, 10, 10, 10]"
2900,2900,data/train/image27003_5xxxx.png,1,"[5, 10, 10, 10, 10]"
2901,2901,data/train/image3955_9xxxx.png,1,"[9, 10, 10, 10, 10]"
2902,2902,data/train/image6244_21xxx.png,2,"[2, 1, 10, 10, 10]"
2903,2903,data/train/image5508_28xxx.png,2,"[2, 8, 10, 10, 10]"
2904,2904,data/train/image23705_1xxxx.png,1,"[1, 10, 10, 10, 10]"
2905,2905,data/train/image16398_172xx.png,3,"[1, 7, 2, 10, 10]"
2906,2906,data/train/image28872_136xx.png,3,"[1, 3, 6, 10, 10]"
2907,2907,data/train/image18701_169xx.png,3,"[1, 6, 9, 10, 10]"
2908,2908,data/train/image21765_5xxxx.png,1,"[5, 10, 10, 10, 10]"
2909,2909,data/train/image20503_12xxx.png,2,"[1, 2, 10, 10, 10]"
2910,2910,data/train/image8090_193xx.png,3,"[1, 9, 3, 10, 10]"
2911,2911,data/train/image17246_21xxx.png,2,"[2, 1, 10, 10, 10]"
2912,2912,data/train/image4535_29xxx.png,2,"[2, 9, 10, 10, 10]"
2913,2913,data/train/image3596_50xxx.png,2,"[5, 0, 10, 10, 10]"
2914,2914,data/train/image3986_104xx.png,3,"[1, 0, 4, 10, 10]"
2915,2915,data/train/image20438_8xxxx.png,1,"[8, 10, 10, 10, 10]"
2916,2916,data/train/image6843_67xxx.png,2,"[6, 7, 10, 10, 10]"
2917,2917,data/train/image29114_22xxx.png,2,"[2, 2, 10, 10, 10]"
2918,2918,data/train/image8742_37xxx.png,2,"[3, 7, 10, 10, 10]"
2919,2919,data/train/image7772_14xxx.png,2,"[1, 4, 10, 10, 10]"
2920,2920,data/train/image26625_5xxxx.png,1,"[5, 10, 10, 10, 10]"
2921,2921,data/train/image19167_301xx.png,3,"[3, 0, 1, 10, 10]"
2922,2922,data/train/image14170_9xxxx.png,1,"[9, 10, 10, 10, 10]"
2923,2923,data/train/image22598_198xx.png,3,"[1, 9, 8, 10, 10]"
2924,2924,data/train/image23092_19xxx.png,2,"[1, 9, 10, 10, 10]"
2925,2925,data/train/image29375_262xx.png,3,"[2, 6, 2, 10, 10]"
2926,2926,data/train/image14075_5xxxx.png,1,"[5, 10, 10, 10, 10]"
2927,2927,data/train/image17634_213xx.png,3,"[2, 1, 3, 10, 10]"
2928,2928,data/train/image5572_1xxxx.png,1,"[1, 10, 10, 10, 10]"
2929,2929,data/train/image15966_1xxxx.png,1,"[1, 10, 10, 10, 10]"
2930,2930,data/train/image9145_226xx.png,3,"[2, 2, 6, 10, 10]"
2931,2931,data/train/image7951_154xx.png,3,"[1, 5, 4, 10, 10]"
2932,2932,data/train/image7011_1235x.png,4,"[1, 2, 3, 5, 10]"
2933,2933,data/train/image23420_71xxx.png,2,"[7, 1, 10, 10, 10]"
2934,2934,data/train/image16603_394xx.png,3,"[3, 9, 4, 10, 10]"
2935,2935,data/train/image17983_324xx.png,3,"[3, 2, 4, 10, 10]"
2936,2936,data/train/image7838_41xxx.png,2,"[4, 1, 10, 10, 10]"
2937,2937,data/train/image17257_114xx.png,3,"[1, 1, 4, 10, 10]"
2938,2938,data/train/image19361_332xx.png,3,"[3, 3, 2, 10, 10]"
2939,2939,data/train/image20960_272xx.png,3,"[2, 7, 2, 10, 10]"
2940,2940,data/train/image17777_81xxx.png,2,"[8, 1, 10, 10, 10]"
2941,2941,data/train/image20373_33xxx.png,2,"[3, 3, 10, 10, 10]"
2942,2942,data/train/image20078_9xxxx.png,1,"[9, 10, 10, 10, 10]"
2943,2943,data/train/image25447_20xxx.png,2,"[2, 0, 10, 10, 10]"
2944,2944,data/train/image1401_433xx.png,3,"[4, 3, 3, 10, 10]"
2945,2945,data/train/image2191_82xxx.png,2,"[8, 2, 10, 10, 10]"
2946,2946,data/train/image9705_264xx.png,3,"[2, 6, 4, 10, 10]"
2947,2947,data/train/image4454_122xx.png,3,"[1, 2, 2, 10, 10]"
2948,2948,data/train/image23925_25xxx.png,2,"[2, 5, 10, 10, 10]"
2949,2949,data/train/image11579_26xxx.png,2,"[2, 6, 10, 10, 10]"
2950,2950,data/train/image25315_6xxxx.png,1,"[6, 10, 10, 10, 10]"
2951,2951,data/train/image3085_182xx.png,3,"[1, 8, 2, 10, 10]"
2952,2952,data/train/image21304_67xxx.png,2,"[6, 7, 10, 10, 10]"
2953,2953,data/train/image11106_1xxxx.png,1,"[1, 10, 10, 10, 10]"
2954,2954,data/train/image20527_74xxx.png,2,"[7, 4, 10, 10, 10]"
2955,2955,data/train/image4303_15xxx.png,2,"[1, 5, 10, 10, 10]"
2956,2956,data/train/image3626_89xxx.png,2,"[8, 9, 10, 10, 10]"
2957,2957,data/train/image535_25xxx.png,2,"[2, 5, 10, 10, 10]"
2958,2958,data/train/image21857_451xx.png,3,"[4, 5, 1, 10, 10]"
2959,2959,data/train/image7603_52xxx.png,2,"[5, 2, 10, 10, 10]"
2960,2960,data/train/image26867_445xx.png,3,"[4, 4, 5, 10, 10]"
2961,2961,data/train/image20001_27xxx.png,2,"[2, 7, 10, 10, 10]"
2962,2962,data/train/image14830_71xxx.png,2,"[7, 1, 10, 10, 10]"
2963,2963,data/train/image28773_74xxx.png,2,"[7, 4, 10, 10, 10]"
2964,2964,data/train/image16299_294xx.png,3,"[2, 9, 4, 10, 10]"
2965,2965,data/train/image22108_1xxxx.png,1,"[1, 10, 10, 10, 10]"
2966,2966,data/train/image19889_70xxx.png,2,"[7, 0, 10, 10, 10]"
2967,2967,data/train/image4814_5xxxx.png,1,"[5, 10, 10, 10, 10]"
2968,2968,data/train/image14328_41xxx.png,2,"[4, 1, 10, 10, 10]"
2969,2969,data/train/image24165_492xx.png,3,"[4, 9, 2, 10, 10]"
2970,2970,data/train/image13968_1409x.png,4,"[1, 4, 0, 9, 10]"
2971,2971,data/train/image22494_544xx.png,3,"[5, 4, 4, 10, 10]"
2972,2972,data/train/image22904_43xxx.png,2,"[4, 3, 10, 10, 10]"
2973,2973,data/train/image20766_419xx.png,3,"[4, 1, 9, 10, 10]"
2974,2974,data/train/image24939_9xxxx.png,1,"[9, 10, 10, 10, 10]"
2975,2975,data/train/image1656_98xxx.png,2,"[9, 8, 10, 10, 10]"
2976,2976,data/train/image21395_6xxxx.png,1,"[6, 10, 10, 10, 10]"
2977,2977,data/train/image14883_69xxx.png,2,"[6, 9, 10, 10, 10]"
2978,2978,data/train/image26401_72xxx.png,2,"[7, 2, 10, 10, 10]"
2979,2979,data/train/image24356_79xxx.png,2,"[7, 9, 10, 10, 10]"
2980,2980,data/train/image8860_256xx.png,3,"[2, 5, 6, 10, 10]"
2981,2981,data/train/image23636_95xxx.png,2,"[9, 5, 10, 10, 10]"
2982,2982,data/train/image14517_12xxx.png,2,"[1, 2, 10, 10, 10]"
2983,2983,data/train/image23667_12xxx.png,2,"[1, 2, 10, 10, 10]"
2984,2984,data/train/image9059_3xxxx.png,1,"[3, 10, 10, 10, 10]"
2985,2985,data/train/image7197_41xxx.png,2,"[4, 1, 10, 10, 10]"
2986,2986,data/train/image15862_12xxx.png,2,"[1, 2, 10, 10, 10]"
2987,2987,data/train/image28704_7xxxx.png,1,"[7, 10, 10, 10, 10]"
2988,2988,data/train/image8757_29xxx.png,2,"[2, 9, 10, 10, 10]"
2989,2989,data/train/image8349_51xxx.png,2,"[5, 1, 10, 10, 10]"
2990,2990,data/train/image18454_74xxx.png,2,"[7, 4, 10, 10, 10]"
2991,2991,data/train/image17009_17xxx.png,2,"[1, 7, 10, 10, 10]"
2992,2992,data/train/image6368_4xxxx.png,1,"[4, 10, 10, 10, 10]"
2993,2993,data/train/image9466_64xxx.png,2,"[6, 4, 10, 10, 10]"
2994,2994,data/train/image28608_3xxxx.png,1,"[3, 10, 10, 10, 10]"
2995,2995,data/train/image14186_57xxx.png,2,"[5, 7, 10, 10, 10]"
2996,2996,data/train/image4990_1438x.png,4,"[1, 4, 3, 8, 10]"
2997,2997,data/train/image19262_19xxx.png,2,"[1, 9, 10, 10, 10]"
2998,2998,data/train/image12895_2622x.png,4,"[2, 6, 2, 2, 10]"
2999,2999,data/train/image9908_11xxx.png,2,"[1, 1, 10, 10, 10]"
3000,3000,data/train/image10581_56xxx.png,2,"[5, 6, 10, 10, 10]"
3001,3001,data/train/image12558_636xx.png,3,"[6, 3, 6, 10, 10]"
3002,3002,data/train/image2250_88xxx.png,2,"[8, 8, 10, 10, 10]"
3003,3003,data/train/image27791_45xxx.png,2,"[4, 5, 10, 10, 10]"
3004,3004,data/train/image918_10xxx.png,2,"[1, 0, 10, 10, 10]"
3005,3005,data/train/image553_99xxx.png,2,"[9, 9, 10, 10, 10]"
3006,3006,data/train/image26673_16xxx.png,2,"[1, 6, 10, 10, 10]"
3007,3007,data/train/image4317_293xx.png,3,"[2, 9, 3, 10, 10]"
3008,3008,data/train/image8647_1055x.png,4,"[1, 0, 5, 5, 10]"
3009,3009,data/train/image5721_9xxxx.png,1,"[9, 10, 10, 10, 10]"
3010,3010,data/train/image5197_57xxx.png,2,"[5, 7, 10, 10, 10]"
3011,3011,data/train/image19843_113xx.png,3,"[1, 1, 3, 10, 10]"
3012,3012,data/train/image8163_25xxx.png,2,"[2, 5, 10, 10, 10]"
3013,3013,data/train/image500_53xxx.png,2,"[5, 3, 10, 10, 10]"
3014,3014,data/train/image1203_21xxx.png,2,"[2, 1, 10, 10, 10]"
3015,3015,data/train/image3306_44xxx.png,2,"[4, 4, 10, 10, 10]"
3016,3016,data/train/image28967_65xxx.png,2,"[6, 5, 10, 10, 10]"
3017,3017,data/train/image20626_4xxxx.png,1,"[4, 10, 10, 10, 10]"
3018,3018,data/train/image25108_4xxxx.png,1,"[4, 10, 10, 10, 10]"
3019,3019,data/train/image23738_17xxx.png,2,"[1, 7, 10, 10, 10]"
3020,3020,data/train/image946_21xxx.png,2,"[2, 1, 10, 10, 10]"
3021,3021,data/train/image3222_15xxx.png,2,"[1, 5, 10, 10, 10]"
3022,3022,data/train/image12080_17xxx.png,2,"[1, 7, 10, 10, 10]"
3023,3023,data/train/image27586_722xx.png,3,"[7, 2, 2, 10, 10]"
3024,3024,data/train/image21099_164xx.png,3,"[1, 6, 4, 10, 10]"
3025,3025,data/train/image22187_67xxx.png,2,"[6, 7, 10, 10, 10]"
3026,3026,data/train/image12244_31xxx.png,2,"[3, 1, 10, 10, 10]"
3027,3027,data/train/image19006_151xx.png,3,"[1, 5, 1, 10, 10]"
3028,3028,data/train/image1714_182xx.png,3,"[1, 8, 2, 10, 10]"
3029,3029,data/train/image111_424xx.png,3,"[4, 2, 4, 10, 10]"
3030,3030,data/train/image17394_10xxx.png,2,"[1, 0, 10, 10, 10]"
3031,3031,data/train/image10552_264xx.png,3,"[2, 6, 4, 10, 10]"
3032,3032,data/train/image16619_78xxx.png,2,"[7, 8, 10, 10, 10]"
3033,3033,data/train/image26335_16xxx.png,2,"[1, 6, 10, 10, 10]"
3034,3034,data/train/image8474_36xxx.png,2,"[3, 6, 10, 10, 10]"
3035,3035,data/train/image22437_33xxx.png,2,"[3, 3, 10, 10, 10]"
3036,3036,data/train/image16482_26xxx.png,2,"[2, 6, 10, 10, 10]"
3037,3037,data/train/image10325_14xxx.png,2,"[1, 4, 10, 10, 10]"
3038,3038,data/train/image20309_5xxxx.png,1,"[5, 10, 10, 10, 10]"
3039,3039,data/train/image6387_1xxxx.png,1,"[1, 10, 10, 10, 10]"
3040,3040,data/train/image10671_52xxx.png,2,"[5, 2, 10, 10, 10]"
3041,3041,data/train/image15338_102xx.png,3,"[1, 0, 2, 10, 10]"
3042,3042,data/train/image18634_77xxx.png,2,"[7, 7, 10, 10, 10]"
3043,3043,data/train/image25659_38xxx.png,2,"[3, 8, 10, 10, 10]"
3044,3044,data/train/image1771_38xxx.png,2,"[3, 8, 10, 10, 10]"
3045,3045,data/train/image24246_294xx.png,3,"[2, 9, 4, 10, 10]"
3046,3046,data/train/image11536_26xxx.png,2,"[2, 6, 10, 10, 10]"
3047,3047,data/train/image1653_2000x.png,4,"[2, 0, 0, 0, 10]"
3048,3048,data/train/image8396_89xxx.png,2,"[8, 9, 10, 10, 10]"
3049,3049,data/train/image24151_1xxxx.png,1,"[1, 10, 10, 10, 10]"
3050,3050,data/train/image13553_1697x.png,4,"[1, 6, 9, 7, 10]"
3051,3051,data/train/image10475_196xx.png,3,"[1, 9, 6, 10, 10]"
3052,3052,data/train/image1321_24xxx.png,2,"[2, 4, 10, 10, 10]"
3053,3053,data/train/image11870_18xxx.png,2,"[1, 8, 10, 10, 10]"
3054,3054,data/train/image3419_451xx.png,3,"[4, 5, 1, 10, 10]"
3055,3055,data/train/image8793_83xxx.png,2,"[8, 3, 10, 10, 10]"
3056,3056,data/train/image24726_27xxx.png,2,"[2, 7, 10, 10, 10]"
3057,3057,data/train/image19636_58xxx.png,2,"[5, 8, 10, 10, 10]"
3058,3058,data/train/image14838_29xxx.png,2,"[2, 9, 10, 10, 10]"
3059,3059,data/train/image3005_201xx.png,3,"[2, 0, 1, 10, 10]"
3060,3060,data/train/image9851_341xx.png,3,"[3, 4, 1, 10, 10]"
3061,3061,data/train/image16797_12xxx.png,2,"[1, 2, 10, 10, 10]"
3062,3062,data/train/image18679_266xx.png,3,"[2, 6, 6, 10, 10]"
3063,3063,data/train/image16920_23xxx.png,2,"[2, 3, 10, 10, 10]"
3064,3064,data/train/image3387_2xxxx.png,1,"[2, 10, 10, 10, 10]"
3065,3065,data/train/image17966_26xxx.png,2,"[2, 6, 10, 10, 10]"
3066,3066,data/train/image13134_60xxx.png,2,"[6, 0, 10, 10, 10]"
3067,3067,data/train/image22692_74xxx.png,2,"[7, 4, 10, 10, 10]"
3068,3068,data/train/image9684_110xx.png,3,"[1, 1, 0, 10, 10]"
3069,3069,data/train/image1303_135xx.png,3,"[1, 3, 5, 10, 10]"
3070,3070,data/train/image13975_26xxx.png,2,"[2, 6, 10, 10, 10]"
3071,3071,data/train/image7865_3xxxx.png,1,"[3, 10, 10, 10, 10]"
3072,3072,data/train/image3047_418xx.png,3,"[4, 1, 8, 10, 10]"
3073,3073,data/train/image9313_9xxxx.png,1,"[9, 10, 10, 10, 10]"
3074,3074,data/train/image6514_7xxxx.png,1,"[7, 10, 10, 10, 10]"
3075,3075,data/train/image21887_165xx.png,3,"[1, 6, 5, 10, 10]"
3076,3076,data/train/image19935_153xx.png,3,"[1, 5, 3, 10, 10]"
3077,3077,data/train/image22327_142xx.png,3,"[1, 4, 2, 10, 10]"
3078,3078,data/train/image24336_41xxx.png,2,"[4, 1, 10, 10, 10]"
3079,3079,data/train/image704_74xxx.png,2,"[7, 4, 10, 10, 10]"
3080,3080,data/train/image9604_6xxxx.png,1,"[6, 10, 10, 10, 10]"
3081,3081,data/train/image23424_442xx.png,3,"[4, 4, 2, 10, 10]"
3082,3082,data/train/image1885_14xxx.png,2,"[1, 4, 10, 10, 10]"
3083,3083,data/train/image23119_1xxxx.png,1,"[1, 10, 10, 10, 10]"
3084,3084,data/train/image3059_95xxx.png,2,"[9, 5, 10, 10, 10]"
3085,3085,data/train/image21242_63xxx.png,2,"[6, 3, 10, 10, 10]"
3086,3086,data/train/image5576_52xxx.png,2,"[5, 2, 10, 10, 10]"
3087,3087,data/train/image5473_75xxx.png,2,"[7, 5, 10, 10, 10]"
3088,3088,data/train/image19160_3xxxx.png,1,"[3, 10, 10, 10, 10]"
3089,3089,data/train/image16794_56xxx.png,2,"[5, 6, 10, 10, 10]"
3090,3090,data/train/image19580_31xxx.png,2,"[3, 1, 10, 10, 10]"
3091,3091,data/train/image15280_147xx.png,3,"[1, 4, 7, 10, 10]"
3092,3092,data/train/image2788_418xx.png,3,"[4, 1, 8, 10, 10]"
3093,3093,data/train/image16744_224xx.png,3,"[2, 2, 4, 10, 10]"
3094,3094,data/train/image17142_100xx.png,3,"[1, 0, 0, 10, 10]"
3095,3095,data/train/image26671_35xxx.png,2,"[3, 5, 10, 10, 10]"
3096,3096,data/train/image18981_333xx.png,3,"[3, 3, 3, 10, 10]"
3097,3097,data/train/image10037_227xx.png,3,"[2, 2, 7, 10, 10]"
3098,3098,data/train/image25038_5xxxx.png,1,"[5, 10, 10, 10, 10]"
3099,3099,data/train/image14666_15xxx.png,2,"[1, 5, 10, 10, 10]"
3100,3100,data/train/image6195_237xx.png,3,"[2, 3, 7, 10, 10]"
3101,3101,data/train/image21032_125xx.png,3,"[1, 2, 5, 10, 10]"
3102,3102,data/train/image13571_19xxx.png,2,"[1, 9, 10, 10, 10]"
3103,3103,data/train/image12722_67xxx.png,2,"[6, 7, 10, 10, 10]"
3104,3104,data/train/image14347_5xxxx.png,1,"[5, 10, 10, 10, 10]"
3105,3105,data/train/image13992_81xxx.png,2,"[8, 1, 10, 10, 10]"
3106,3106,data/train/image1252_100xx.png,3,"[1, 0, 0, 10, 10]"
3107,3107,data/train/image21227_4xxxx.png,1,"[4, 10, 10, 10, 10]"
3108,3108,data/train/image26614_27xxx.png,2,"[2, 7, 10, 10, 10]"
3109,3109,data/train/image9286_75xxx.png,2,"[7, 5, 10, 10, 10]"
3110,3110,data/train/image28390_41xxx.png,2,"[4, 1, 10, 10, 10]"
3111,3111,data/train/image28341_211xx.png,3,"[2, 1, 1, 10, 10]"
3112,3112,data/train/image15528_53xxx.png,2,"[5, 3, 10, 10, 10]"
3113,3113,data/train/image12084_286xx.png,3,"[2, 8, 6, 10, 10]"
3114,3114,data/train/image3216_13xxx.png,2,"[1, 3, 10, 10, 10]"
3115,3115,data/train/image26231_284xx.png,3,"[2, 8, 4, 10, 10]"
3116,3116,data/train/image21693_9xxxx.png,1,"[9, 10, 10, 10, 10]"
3117,3117,data/train/image12120_47xxx.png,2,"[4, 7, 10, 10, 10]"
3118,3118,data/train/image10327_118xx.png,3,"[1, 1, 8, 10, 10]"
3119,3119,data/train/image28296_42xxx.png,2,"[4, 2, 10, 10, 10]"
3120,3120,data/train/image5884_5xxxx.png,1,"[5, 10, 10, 10, 10]"
3121,3121,data/train/image26635_4xxxx.png,1,"[4, 10, 10, 10, 10]"
3122,3122,data/train/image14436_6xxxx.png,1,"[6, 10, 10, 10, 10]"
3123,3123,data/train/image887_156xx.png,3,"[1, 5, 6, 10, 10]"
3124,3124,data/train/image8421_66xxx.png,2,"[6, 6, 10, 10, 10]"
3125,3125,data/train/image2188_13xxx.png,2,"[1, 3, 10, 10, 10]"
3126,3126,data/train/image9734_301xx.png,3,"[3, 0, 1, 10, 10]"
3127,3127,data/train/image27099_29xxx.png,2,"[2, 9, 10, 10, 10]"
3128,3128,data/train/image24589_30xxx.png,2,"[3, 0, 10, 10, 10]"
3129,3129,data/train/image15842_2xxxx.png,1,"[2, 10, 10, 10, 10]"
3130,3130,data/train/image12873_37xxx.png,2,"[3, 7, 10, 10, 10]"
3131,3131,data/train/image19128_52xxx.png,2,"[5, 2, 10, 10, 10]"
3132,3132,data/train/image9869_21xxx.png,2,"[2, 1, 10, 10, 10]"
3133,3133,data/train/image8767_1xxxx.png,1,"[1, 10, 10, 10, 10]"
3134,3134,data/train/image21326_66xxx.png,2,"[6, 6, 10, 10, 10]"
3135,3135,data/train/image8970_1xxxx.png,1,"[1, 10, 10, 10, 10]"
3136,3136,data/train/image14473_307xx.png,3,"[3, 0, 7, 10, 10]"
3137,3137,data/train/image9370_9xxxx.png,1,"[9, 10, 10, 10, 10]"
3138,3138,data/train/image11180_16xxx.png,2,"[1, 6, 10, 10, 10]"
3139,3139,data/train/image7358_322xx.png,3,"[3, 2, 2, 10, 10]"
3140,3140,data/train/image7724_20xxx.png,2,"[2, 0, 10, 10, 10]"
3141,3141,data/train/image19939_69xxx.png,2,"[6, 9, 10, 10, 10]"
3142,3142,data/train/image9727_262xx.png,3,"[2, 6, 2, 10, 10]"
3143,3143,data/train/image11373_197xx.png,3,"[1, 9, 7, 10, 10]"
3144,3144,data/train/image23704_19xxx.png,2,"[1, 9, 10, 10, 10]"
3145,3145,data/train/image12364_7xxxx.png,1,"[7, 10, 10, 10, 10]"
3146,3146,data/train/image8568_22xxx.png,2,"[2, 2, 10, 10, 10]"
3147,3147,data/train/image28546_56xxx.png,2,"[5, 6, 10, 10, 10]"
3148,3148,data/train/image1232_71xxx.png,2,"[7, 1, 10, 10, 10]"
3149,3149,data/train/image10348_157xx.png,3,"[1, 5, 7, 10, 10]"
3150,3150,data/train/image19789_941xx.png,3,"[9, 4, 1, 10, 10]"
3151,3151,data/train/image2615_217xx.png,3,"[2, 1, 7, 10, 10]"
3152,3152,data/train/image28373_9xxxx.png,1,"[9, 10, 10, 10, 10]"
3153,3153,data/train/image16034_0xxxx.png,1,"[0, 10, 10, 10, 10]"
3154,3154,data/train/image16471_48xxx.png,2,"[4, 8, 10, 10, 10]"
3155,3155,data/train/image19440_28xxx.png,2,"[2, 8, 10, 10, 10]"
3156,3156,data/train/image13070_70xxx.png,2,"[7, 0, 10, 10, 10]"
3157,3157,data/train/image23913_94xxx.png,2,"[9, 4, 10, 10, 10]"
3158,3158,data/train/image25552_50xxx.png,2,"[5, 0, 10, 10, 10]"
3159,3159,data/train/image19013_44xxx.png,2,"[4, 4, 10, 10, 10]"
3160,3160,data/train/image23200_72xxx.png,2,"[7, 2, 10, 10, 10]"
3161,3161,data/train/image24787_14xxx.png,2,"[1, 4, 10, 10, 10]"
3162,3162,data/train/image2727_39xxx.png,2,"[3, 9, 10, 10, 10]"
3163,3163,data/train/image2817_258xx.png,3,"[2, 5, 8, 10, 10]"
3164,3164,data/train/image26732_20xxx.png,2,"[2, 0, 10, 10, 10]"
3165,3165,data/train/image8692_36xxx.png,2,"[3, 6, 10, 10, 10]"
3166,3166,data/train/image10089_248xx.png,3,"[2, 4, 8, 10, 10]"
3167,3167,data/train/image27268_18xxx.png,2,"[1, 8, 10, 10, 10]"
3168,3168,data/train/image21456_11xxx.png,2,"[1, 1, 10, 10, 10]"
3169,3169,data/train/image21424_3230x.png,4,"[3, 2, 3, 0, 10]"
3170,3170,data/train/image6316_11xxx.png,2,"[1, 1, 10, 10, 10]"
3171,3171,data/train/image89_32xxx.png,2,"[3, 2, 10, 10, 10]"
3172,3172,data/train/image11185_47xxx.png,2,"[4, 7, 10, 10, 10]"
3173,3173,data/train/image24134_53xxx.png,2,"[5, 3, 10, 10, 10]"
3174,3174,data/train/image15616_393xx.png,3,"[3, 9, 3, 10, 10]"
3175,3175,data/train/image2101_61xxx.png,2,"[6, 1, 10, 10, 10]"
3176,3176,data/train/image11518_719xx.png,3,"[7, 1, 9, 10, 10]"
3177,3177,data/train/image5183_86xxx.png,2,"[8, 6, 10, 10, 10]"
3178,3178,data/train/image29345_222xx.png,3,"[2, 2, 2, 10, 10]"
3179,3179,data/train/image3689_30xxx.png,2,"[3, 0, 10, 10, 10]"
3180,3180,data/train/image27103_37xxx.png,2,"[3, 7, 10, 10, 10]"
3181,3181,data/train/image16080_23xxx.png,2,"[2, 3, 10, 10, 10]"
3182,3182,data/train/image10691_40xxx.png,2,"[4, 0, 10, 10, 10]"
3183,3183,data/train/image17085_65xxx.png,2,"[6, 5, 10, 10, 10]"
3184,3184,data/train/image17106_35xxx.png,2,"[3, 5, 10, 10, 10]"
3185,3185,data/train/image15940_2421x.png,4,"[2, 4, 2, 1, 10]"
3186,3186,data/train/image24363_4xxxx.png,1,"[4, 10, 10, 10, 10]"
3187,3187,data/train/image2142_24xxx.png,2,"[2, 4, 10, 10, 10]"
3188,3188,data/train/image7412_51xxx.png,2,"[5, 1, 10, 10, 10]"
3189,3189,data/train/image410_76xxx.png,2,"[7, 6, 10, 10, 10]"
3190,3190,data/train/image8044_23xxx.png,2,"[2, 3, 10, 10, 10]"
3191,3191,data/train/image18338_183xx.png,3,"[1, 8, 3, 10, 10]"
3192,3192,data/train/image2686_12xxx.png,2,"[1, 2, 10, 10, 10]"
3193,3193,data/train/image20672_36xxx.png,2,"[3, 6, 10, 10, 10]"
3194,3194,data/train/image23617_75xxx.png,2,"[7, 5, 10, 10, 10]"
3195,3195,data/train/image15780_51xxx.png,2,"[5, 1, 10, 10, 10]"
3196,3196,data/train/image17502_33xxx.png,2,"[3, 3, 10, 10, 10]"
3197,3197,data/train/image12018_510xx.png,3,"[5, 1, 0, 10, 10]"
3198,3198,data/train/image20076_38xxx.png,2,"[3, 8, 10, 10, 10]"
3199,3199,data/train/image14607_7xxxx.png,1,"[7, 10, 10, 10, 10]"
3200,3200,data/train/image19732_25xxx.png,2,"[2, 5, 10, 10, 10]"
3201,3201,data/train/image23412_212xx.png,3,"[2, 1, 2, 10, 10]"
3202,3202,data/train/image27666_70xxx.png,2,"[7, 0, 10, 10, 10]"
3203,3203,data/train/image22175_110xx.png,3,"[1, 1, 0, 10, 10]"
3204,3204,data/train/image18940_37xxx.png,2,"[3, 7, 10, 10, 10]"
3205,3205,data/train/image23188_58xxx.png,2,"[5, 8, 10, 10, 10]"
3206,3206,data/train/image19776_12xxx.png,2,"[1, 2, 10, 10, 10]"
3207,3207,data/train/image20333_114xx.png,3,"[1, 1, 4, 10, 10]"
3208,3208,data/train/image26290_16xxx.png,2,"[1, 6, 10, 10, 10]"
3209,3209,data/train/image24593_41xxx.png,2,"[4, 1, 10, 10, 10]"
